m/z,RT [min],Name,Tags,Formula,MS/MS Verified,Annot. Source: mzCloud Search,Annot. Source: mzVault Search,Annot. Source: ChemSpider Search,Annot. Source: MassList Search,Annot. DeltaMass [ppm],Calc. MW,Area (Max.),Mass List Match: Endogenous Metabolites database 4400 compounds,Mass List Match: CD_MassList_RP_V1,MS2,Reference Ion,Blank 01,Blank 02,QC 01 RP Pos,QC 02 RP Pos,Foston_In_1-A_Met_LC_RP_Pos(F3),Foston_In_1-B_Met_LC_RP_Pos(F4),Foston_In_1-C_Met_LC_RP_Pos(F5),Foston_In_1-D_Met_LC_RP_Pos(F6),Foston_In_1-E_Met_LC_RP_Pos(F7),Foston_In_1-F_Met_LC_RP_Pos(F8),Foston_In_1-G_Met_LC_RP_Pos(F9),Foston_In_1-H_Met_LC_RP_Pos(F10),Foston_In_1-I_Met_LC_RP_Pos(F11),Foston_In_1-J_Met_LC_RP_Pos(F12),Foston_In_1-K_Met_LC_RP_Pos(F13),Foston_In_1-L_Met_LC_RP_Pos(F14),Foston_In_4-A_Met_LC_RP_Pos(F15),Foston_In_4-B_Met_LC_RP_Pos(F16),Foston_In_4-C_Met_LC_RP_Pos(F17),Foston_In_4-D_Met_LC_RP_Pos(F18),Foston_In_4-E_Met_LC_RP_Pos(F19),Foston_In_4-F_Met_LC_RP_Pos(F20),Foston_In_4-G_Met_LC_RP_Pos(F21),Foston_In_4-H_Met_LC_RP_Pos(F22),Foston_In_4-I_Met_LC_RP_Pos(F23),Foston_In_4-J_Met_LC_RP_Pos(F24),Foston_In_4-K_Met_LC_RP_Pos(F25),Foston_In_4-L_Met_LC_RP_Pos(F26)
256.22675,9.17,mz_256.2268 RT_9.17,MS2 available,,,No results,No results,No results,No results,,255.21946,556743.9512,No matches found,No matches found,No MS2,[M+H]+1,177428.8682,160930.3682,28506.9805,77805.94486,234517.9019,485251.3941,253714.0629,223462.1773,254715.2932,219788.3243,294020.9709,356854.3326,248625.6324,226619.2082,259117.1089,315318.6962,556743.9512,186471.3455,178634.3583,330875.692,283490.2128,262304.051,193180.4835,229037.3278,158657.5679,277304.722,479538.6022,222500.7677
257.09918,2.985,mz_257.0992 RT_2.99,MS2 available,,,No results,No results,No results,No results,,234.10996,6833260.196,No matches found,No matches found,DDA for preferred ion,[M+Na]+1,26215.06508,26855.52436,72015.05438,75268.18238,4452026.386,4537280.813,6190340.283,5563626.853,5496944.684,4841992.48,6017262.578,6328546.668,5985875.698,4929438.811,6205109.362,6833260.196,4829973.095,5705393.427,5208959.795,5509622.556,6162558.415,5840747.93,6527833.035,6140860.667,6341718.094,6077126.206,6505402.421,6508515.611
257.11688,7.356,mz_257.1169 RT_7.36,MS2 available,C16 H16 O3,,No results,No results,Full match,Full match,-1.32,256.10961,2023756.885,Single match found,No matches found,DDA for preferred ion,[M+H]+1,7235.243064,7341.238041,11017.36292,11212.48655,1845492.537,1900043.01,2023756.885,1925803.363,1918835.119,1951936.297,7680.896432,7398.054358,7568.875611,7606.820724,7534.147718,7676.612176,7100.093378,7369.082472,7611.811576,7691.011178,7392.08249,7194.01207,7530.386767,7491.426648,7255.586287,7298.275809,7848.873078,7620.370584
257.13536,6.181,mz_257.1354 RT_6.18,MS2 available,,,No results,No results,No results,No results,,234.14621,1204361.924,No matches found,No matches found,DDA for preferred ion,[M+Na]+1,13369.3105,13157.95899,52141.10657,16566.04413,886260.5851,657296.4632,895077.4053,986620.003,712633.0724,797161.2078,702442.6411,1024522.619,1071412.164,869489.3913,578694.5926,1142417.426,1141240.864,14044.85105,1204361.924,997536.1891,996716.9303,770028.0001,1179021.728,914452.3995,834542.8347,893494.0965,995156.4726,930985.8319
257.17185,7.409,mz_257.1719 RT_7.41,MS2 available,,,No results,No results,No results,No results,,234.18271,498036.2856,No matches found,No matches found,DDA for preferred ion,[M+Na]+1,8217.514311,8514.632643,38898.3604,16246.53909,345004.7112,280193.929,382009.8363,421773.1731,240398.8134,317437.6372,336429.6664,457088.486,421272.7495,360722.4246,224415.5467,498036.2856,378952.0214,8630.979502,496294.5303,494630.0009,295473.3393,274179.2335,444322.9879,257068.6606,320660.3045,374267.4696,437059.6356,273292.552
258.14855,5.912,mz_258.1486 RT_5.91,MS2 available,,,Unused,No results,Unused,No results,,257.14127,7451690.125,No matches found,No matches found,DDA for preferred ion,[M+H]+1,6599.197275,6772.409103,8900.405863,9032.576074,7445673.768,6269270.709,6611277.228,6498510.423,7451690.125,6359025.657,7167.652283,7074.160183,7093.954727,7598.499399,7194.566348,7253.089959,6961.931877,7450.303541,6882.437102,7138.823874,7150.992117,6960.599221,7179.552486,6829.831358,7092.263251,7071.406781,7200.181838,6985.053972
261.07544,6.82,mz_261.0754 RT_6.82,MS2 available,,,Unused,No results,Unused,No results,,260.06817,1360391.196,No matches found,No matches found,DDA for preferred ion,[M+H]+1,8729.050016,8824.749538,13057.96973,13640.65431,1360391.196,1285094.135,1222817.497,1218128.215,1219251.295,1229627.249,9963.242507,9436.811983,9433.083308,9798.082464,9481.143319,9925.242755,9600.104559,9776.170685,9539.697691,9489.567252,9392.414234,9409.008153,9506.380944,9406.577092,9394.743447,9500.280514,9625.866173,9996.54138
261.10935,7.782,mz_261.1094 RT_7.78,MS2 available,C13 H18 O4,,No results,No results,Full match,No results,-1.47,238.12016,3733731.509,No matches found,No matches found,DDA for preferred ion,[M+Na]+1,620033.6744,758830.4345,786966.5959,550528.8842,2543482.826,2302861.167,2920782.255,3119298.743,2558876.657,2914690.167,2296810.741,3447642.121,3094983.446,3179552.797,2363655.613,3733731.509,3024175.19,1196543.779,3356721.699,3148923.255,3027792.487,2159478.923,3644312.131,2554455.163,2767489.358,2763492.483,3694715.403,2790170.551
261.14387,2.661,mz_261.1439 RT_2.66,MS2 available,,,No results,No results,Unused,No results,,260.13659,322559572.6,No matches found,No matches found,DDA for preferred ion,[M+H]+1,25602.46665,26255.56025,578602.6977,665583.377,43382564.66,37933354.26,45445752.6,21247382.35,21125786.85,11962012.42,106209729.5,27331331.1,38608167.84,261236990.7,207005666.6,223009643.9,52679970.79,72241650.75,48701553.7,199956639.8,236952465.4,207487269.5,37748639.31,41437455.54,27073289.83,266136369.3,322559572.6,211146420
261.14395,2.284,mz_261.144 RT_2.28,MS2 available,,,No results,No results,Unused,No results,,260.13667,313249436.5,No matches found,No matches found,DDA for preferred ion,[M+H]+1,17663.86837,17527.29892,356475.1086,460003.5327,50385309.39,44038312.82,43500446.23,186271400.5,198361031.3,127657691.6,73652357.41,26185423.59,49120602.02,170974876.6,143745083.8,143363614.3,72236951.24,95240347.64,67877201.22,178345653.5,203155344,194767423.2,88089539.91,108479558.6,71206994.61,177685537,313249436.5,157899610.6
263.12305,1.235,mz_263.1231 RT_1.24,MS2 available,C10 H18 N2 O6,,No results,No results,Full match,No results,-2.74,262.11577,2287967.459,No matches found,No matches found,DDA for preferred ion,[M+H]+1,10968.09462,10622.7997,142747.2589,16596.81641,2287967.459,375376.0609,761210.0703,707304.4246,833507.7623,523638.2314,130279.2027,340858.4058,156184.8746,537820.618,140358.4133,535199.6923,470409.64,260380.2026,438128.5051,300411.6623,819259.1689,1033312.856,579921.371,332765.0503,161678.8311,245108.3882,81010.84873,209554.9052
263.22134,9.133,mz_263.2213 RT_9.13,MS2 available,,,No results,No results,No results,No results,,262.21401,867629.1339,No matches found,No matches found,DDA for preferred ion,[M+H]+1,7469.353157,7933.305857,10993.14642,11065.66746,755216.7838,748776.8738,867629.1339,801255.0603,812222.0685,579208.8946,627390.269,622254.6003,589724.8917,708810.5552,710422.9769,744302.7504,494516.7556,593915.1348,569590.0142,680032.2005,817635.6117,609561.4413,797545.401,755414.7145,781050.0683,840298.0489,766566.073,838310.5889
264.03131,7.634,mz_264.0313 RT_7.63,MS2 available,C8 H7 N7 P2,,No results,No results,No results,No results,0.84,263.02404,2289853.779,No matches found,No matches found,DDA for preferred ion,[M+H]+1,8450.072202,8669.866735,12959.43239,12443.5804,1744741.386,1669387.859,2289853.779,1665899.15,1560237.205,1075240.895,1326752.436,1534847.058,1583507.1,1438281.201,1596715.668,1878924.631,1152411.615,1246430.464,1246986.522,1211058.257,1575419.931,1270697.013,1638007.706,1396796.326,1543591.842,1526704.533,1569308.109,1771592.405
265.01471,0.811,mz_265.0147 RT_0.81,MS2 available,,,No results,No results,No results,No results,,282.018,31568562.84,No matches found,No matches found,DDA for other ion,[M+H-H2O]+1,8742.70244,8653.042934,9468.11547,9405.525807,3199807.986,2538314.1,3421085.489,2773562.795,3108891.839,2255839.306,3771801.64,3587985.768,4369907.274,3349846.492,4886095.434,4201220.04,25402922.05,9106740.653,9456530.544,15765221.73,13341246.04,16825586.5,31568562.84,28873849.74,28948485.14,4717001.935,5273226.382,6823872.021
265.01476,0.812,mz_265.0148 RT_0.81,MS2 available,C8 H15 Cl3 O3,,No results,No results,Full match,No results,-4.52,264.00748,31568562.84,No matches found,No matches found,DDA for preferred ion,[M+H]+1,8732.73687,8643.179565,9457.323022,9394.804703,3199807.986,2538314.1,3421085.489,2773562.795,3108891.839,2255839.306,3771801.64,3587985.768,4369907.274,3349846.492,4886095.434,4201220.04,25402922.05,9106740.653,9456530.544,15765221.73,13341246.04,16825586.5,31568562.84,28873849.74,28948485.14,4717001.935,5273226.382,6823872.021
266.17212,7.533,mz_266.1721 RT_7.53,MS2 available,,,Unused,No results,No results,No results,,265.16484,9179944.832,No matches found,No matches found,DDA for preferred ion,[M+H]+1,240252.1464,291834.3022,488001.6995,566457.5868,828187.3618,1863082.385,973891.0562,778181.4655,728371.1566,787072.2435,1040368.972,1607657.336,688250.4975,657519.8456,1130662.018,943486.7579,9179944.832,906947.2141,1006599.848,1353651.168,1654201.161,868041.1399,664430.8119,1148155.966,729274.5018,1316254.328,3535050.611,856912.9291
268.94698,0.811,mz_268.947 RT_0.81,MS2 available,,,No results,No results,No results,No results,,285.95029,3253686.503,No matches found,No matches found,DDA for other ion,[M+H-H2O]+1,7913.536901,7832.380781,8570.151126,8513.497521,149183.8412,118159.3976,170586.2808,129083.3661,173013.0023,102258.7541,190352.2809,184612.1937,248859.324,195312.306,322488.0317,264395.3188,2199745.448,621470.3058,706561.0593,1461487.791,976625.9276,1499863.053,3151380.538,3137963.505,3253686.503,243211.6572,309914.674,568721.0316
269.13827,9.472,mz_269.1383 RT_9.47,MS2 available,,,No results,No results,Unused,No results,,268.13099,566590.0336,No matches found,No matches found,DDA for preferred ion,[M+H]+1,7688.955647,56547.25408,69018.11178,61980.77865,450588.7377,329198.6758,566590.0336,345032.5106,397962.2958,245213.9663,357443.5865,437964.5491,315052.7603,311418.8592,373311.9661,286568.8313,170302.6689,175718.9092,263313.1384,184475.7917,236121.4593,265754.6185,305892.7234,286535.6678,190117.279,348490.8517,373197.6321,320727.1939
270.07827,6.401,mz_270.0783 RT_6.4,MS2 available,C16 H7 N5,,No results,No results,No results,No results,3.14,269.07099,1608475.81,No matches found,No matches found,DDA for preferred ion,[M+H]+1,6472.833273,6520.424465,8423.655278,8259.508025,40082.05757,14381.28973,6881.103264,23292.58557,35420.2299,19318.67962,460932.9359,592016.9734,757479.5418,1285691.744,965158.7132,1608475.81,451451.2278,840214.9378,634196.9271,402788.198,1096104.907,458985.2557,576778.012,627435.886,626753.2217,982357.2696,761279.6919,774967.6892
271.09604,8.126,mz_271.096 RT_8.13,MS2 available,,,Unused,No results,Unused,Unused,,270.08876,7154960.717,Multiple matches found,Single match found,DDA for preferred ion,[M+H]+1,17962.47605,18926.23828,443787.0459,454516.8612,105192.3699,62222.84106,85022.82583,110539.0502,182126.223,74001.47878,6181430.461,6331325.031,7046761.847,7012416.355,6456360.324,7154960.717,19622.78961,19113.79981,19855.26698,19457.27141,19451.13639,19260.96348,19820.47765,18991.20036,18839.3658,4907838.657,5746501.835,4877149.036
271.09609,7.74,mz_271.0961 RT_7.74,MS2 available,,,Unused,No results,Unused,Unused,,270.08882,2590654.034,Multiple matches found,No matches found,DDA for preferred ion,[M+H]+1,6827.261922,7130.8687,582093.3252,607222.5342,11284.35339,7475.578973,7421.324637,8028.52686,7617.173788,7512.195531,2394246.608,2334791.575,2437801.558,2590654.034,2301951.843,2571637.078,7508.814291,7280.087003,7234.681686,7264.708284,7165.366828,7236.988337,7394.575676,7245.545983,7788.363777,2003453.722,2314075.743,2187933.266
271.09613,8,mz_271.0961 RT_8,MS2 available,,,Unused,No results,Unused,Unused,,270.08885,20544865.62,Multiple matches found,Single match found,DDA for preferred ion,[M+H]+1,8303.220216,8809.253868,709268.9609,814414.3477,76134.13286,105237.3229,100332.1503,70842.32048,88946.65394,49565.47668,20534160.26,10604991.67,20026219.49,20544865.62,7385470.856,11309078.04,8545.396567,8615.447528,8612.581105,8778.129589,8636.038255,8663.270953,8838.698719,9037.012893,8988.450216,14464601.84,12933712.49,7886637.363
271.11481,5.566,mz_271.1148 RT_5.57,MS2 available,,,No results,No results,No results,No results,,270.10753,2695107.398,No matches found,No matches found,DDA for preferred ion,[M+H]+1,223546.0256,738202.0421,2695107.398,2459959.649,1678482.331,961746.6792,1433682.643,1521211.746,1269653.389,1443098.907,1459725.997,850699.8608,799746.1001,1089650.85,1275035.841,813970.9856,710819.5474,977556.1015,518600.0136,832154.4709,905887.3073,927314.9587,506993.84,989256.8665,521204.1749,1249115.861,701569.4355,745582.9607
271.13263,7.109,mz_271.1326 RT_7.11,MS2 available,C15 H20 O3,,Invalid mass,No results,No match,No results,88595.16,270.12536,1156606.978,No matches found,No matches found,DDA for preferred ion,[M+H]+1,6562.946487,6651.42536,137244.4797,158644.6959,203525.3143,77016.6613,32026.56266,1133744.852,1156606.978,941978.2134,7128.155886,6843.122043,6858.659888,7188.3529,6878.81686,6908.618904,7132.987233,6863.429857,7056.225614,6942.72167,7139.976941,6836.978364,7117.89765,7064.114172,6773.677512,6858.033706,6987.885239,7107.264456
272.22158,8.409,mz_272.2216 RT_8.41,MS2 available,C15 H29 N O3,,No results,No results,Full match,No results,-1.62,271.2143,1260274.942,No matches found,No matches found,DDA for preferred ion,[M+H]+1,47641.37837,54294.34337,51544.54568,28832.25026,117268.3412,253160.4438,139656.8885,114133.7407,124745.196,132363.2342,150641.8974,222071.1726,110362.7526,121905.358,169199.8664,138977.0534,1260274.942,146570.581,127869.9912,174094.3639,206415.5183,121042.3481,98377.08715,157690.2366,116216.64,160254.1541,428674.8934,113354.7684
273.11173,8.243,mz_273.1117 RT_8.24,MS2 available,,,Unused,No results,Unused,Unused,,272.10446,1956401.66,Multiple matches found,No matches found,DDA for other ion,[M+H]+1,8420.392781,8698.594957,398540.34,409840.0681,25903.4177,11293.85147,13935.04855,8893.460185,19874.97257,19079.98308,1912699.056,1879261.286,1956401.66,1653561.033,1628382.973,1779423.122,8690.132029,8470.728098,8849.512797,8812.330608,8694.602195,8561.983428,8579.720069,8981.379844,9161.615829,1416826.16,1636279.929,1552140.776
273.11175,7.821,mz_273.1118 RT_7.82,MS2 available,C16 H16 O4,,No results,No results,Partial match,Full match,-1.43,272.10447,2108089.99,Multiple matches found,No matches found,DDA for preferred ion,[M+H]+1,7104.075869,7481.839889,277681.6025,264404.2349,117958.4641,129602.7434,131706.0862,152054.0762,97690.83109,21064.6165,1897946.687,1946687.397,2108089.99,1853607.199,1720432.98,1918729.717,7586.092275,7744.988745,7551.923813,8130.045638,7902.838627,7748.287117,7734.517687,7827.232044,7690.760331,1524653.587,2059136.497,1580476.429
274.16444,6.082,mz_274.1644 RT_6.08,MS2 available,C13 H20 O5,,No results,No results,Full match,No results,-1.62,256.13066,6129911.267,No matches found,No matches found,DDA for preferred ion,[M+NH4]+1,513949.3409,136363.0157,6129911.267,2707745.53,883752.2068,846835.0317,1611925.026,1923752.547,1873717.172,1730600.545,1558876.722,809013.3601,878067.5083,1610925.464,1499065.136,1703361.946,712448.5386,867405.9935,1496517.901,1545063.636,738621.3065,724716.5336,1440785.188,1546615.108,1223504.875,831054.8373,1277182.029,1582198.679
274.16452,6.085,mz_274.1645 RT_6.09,MS2 available,,,Unused,No results,No results,No results,,273.15725,6129911.267,No matches found,No matches found,DDA for preferred ion,[M+H]+1,513949.3409,136363.0157,6129911.267,2707745.53,883752.2068,846835.0317,1611925.026,1923752.547,1873717.172,1730600.545,1558876.722,809013.3601,878067.5083,1610925.464,1499065.136,1703361.946,712448.5386,867405.9935,1496517.901,1545063.636,738621.3065,724716.5336,1440785.188,1546615.108,1223504.875,831054.8373,1277182.029,1582198.679
274.16454,6.085,mz_274.1645 RT_6.09,MS2 available,,,Unused,No results,No results,No results,,291.16783,6129911.267,No matches found,No matches found,DDA for other ion,[M+H-H2O]+1,513949.3409,136363.0157,6129911.267,2707745.53,883752.2068,846835.0317,1611925.026,1923752.547,1873717.172,1730600.545,1558876.722,809013.3601,878067.5083,1610925.464,1499065.136,1703361.946,712448.5386,867405.9935,1496517.901,1545063.636,738621.3065,724716.5336,1440785.188,1546615.108,1223504.875,831054.8373,1277182.029,1582198.679
275.08857,6.111,mz_275.0886 RT_6.11,MS2 available,,,No results,No results,Unused,No results,,252.09956,262804.5601,No matches found,No matches found,DDA for other ion,[M+Na]+1,8383.360116,8548.757454,12291.74747,12723.73671,262804.5601,252280.1805,201198.7084,224391.3227,253644.4687,257201.325,8859.963668,9031.923794,8945.400133,8837.625198,9204.885198,9282.729081,8863.375433,9162.219301,8514.910106,9009.621654,9052.73315,8487.565748,8700.281231,8994.291955,8834.965072,9131.786304,9026.605454,9092.902448
275.09105,6.672,mz_275.0911 RT_6.67,MS2 available,C15 H14 O5,,No results,No results,Partial match,Full match,-1.27,274.08377,1103185.899,Multiple matches found,No matches found,DDA for preferred ion,[M+H]+1,6426.154828,6429.275291,42350.8781,23659.00108,1103185.899,1024764.737,1054477.319,1024799.655,1011725.333,1028985.287,91480.8561,96741.93232,108516.4812,106664.7545,92014.51978,113952.5533,6797.754473,6996.027016,6748.843375,6881.153986,6693.78145,6693.299726,6692.184807,6733.401859,6744.146954,60688.88225,73139.16984,66915.63703
275.15963,4.89,mz_275.1596 RT_4.89,MS2 available,,,No results,No results,No results,No results,,257.12581,44853597.85,No matches found,No matches found,DDA for other ion,[M+NH4]+1,9418.538729,9003.785885,11869.30838,12405.21143,43891386.42,41756927.59,35754854.36,25293225.99,25184665.21,20796594.57,17341836.05,10392734.59,14876985.86,889786.2274,698074.1322,840209.207,24938449,32492038.06,22945435.31,44853597.85,44621753.35,43634888.19,16294323.61,17186820.41,11721841.18,19348439.5,24614203.8,18417390.03
275.15974,4.889,mz_275.1597 RT_4.89,MS2 available,,,No results,No results,No results,No results,,274.15246,44853597.85,No matches found,No matches found,DDA for preferred ion,[M+H]+1,9266.509585,8858.451466,11677.72019,12204.97298,43891386.42,41756927.59,35754854.36,25293225.99,25184665.21,20796594.57,17341836.05,10392734.59,14876985.86,889786.2274,698074.1322,840209.207,24938449,692942.2291,22945435.31,44853597.85,44621753.35,43634888.19,16294323.61,17186820.41,11721841.18,19348439.5,24614203.8,18417390.03
275.15978,5.328,mz_275.1598 RT_5.33,MS2 available,,,No results,No results,No results,No results,,274.1525,9220924.789,No matches found,No matches found,DDA for preferred ion,[M+H]+1,6924.481833,7085.867013,9265.293886,9410.251703,9220924.789,9090146.493,8360429.602,1687719.191,1778668.594,880122.6841,398006.7351,233043.2748,298029.1995,111323.9572,7675.400917,42785.082,251646.3684,297038.4765,242426.1818,29716.94514,34587.9879,40877.84537,262140.9811,241924.2111,204979.2551,166364.9297,255407.1117,166339.5767
275.17258,6.452,mz_275.1726 RT_6.45,MS2 available,,,No results,No results,No results,No results,,252.18336,5626191.354,No matches found,No matches found,DDA for preferred ion,[M+Na]+1,6637.961621,6648.906551,8220.539607,8270.911597,2219690.926,2512379.182,2437777.621,2224656.265,2196516.467,1950283.493,2361566.002,2384639.134,2187109.258,2071786.786,2132852.534,2280386.876,2184355.457,1748752.608,1939598.069,2476338.31,2519718.461,2329605.273,2250956.852,5626191.354,2446971.865,2243849.909,2126974.566,2536020.997
275.25774,11.104,mz_275.2577 RT_11.1,MS2 available,,,No results,No results,No results,No results,,274.25025,283686.0146,No matches found,No matches found,DDA for other ion,[M+H]+1,34159.96057,10473.78402,159614.117,13803.00143,214334.1855,184295.7753,283686.0146,233010.4451,228201.5671,133238.8416,200856.9148,189619.5895,199437.5629,154300.4117,242041.6636,248586.7131,154214.4039,139738.7383,134898.2766,144594.4362,173559.717,143960.9199,209228.1569,129499.459,143541.8445,244854.5505,165959.6565,249427.716
276.10721,1.268,mz_276.1072 RT_1.27,MS2 available,C11 H17 N O7,,Invalid mass,No results,Full match,No results,-2.06,275.09994,3950333.361,No matches found,No matches found,DDA for preferred ion,[M+H]+1,9811.384378,9867.312497,171643.6757,147632.5998,996978.3489,1142800.45,580268.5493,555349.6283,478996.4815,597457.1814,220521.3532,3950333.361,395560.491,292823.3135,143990.7956,115583.6878,1019374.626,642957.1135,720916.3336,311242.6201,353966.8626,495856.1812,575657.7846,326454.0008,322256.667,202095.8436,242101.0975,167817.6517
276.11809,0.967,mz_276.1181 RT_0.97,MS2 available,C10 H17 N3 O6,,No results,No results,Full match,No results,-3.34,275.11082,35472108.78,No matches found,No matches found,DDA for preferred ion,[M+H]+1,8136.096635,7765.997348,106249.6206,150593.9583,29787776.08,33721451.91,35472108.78,18164901.31,19204196.53,13591655.14,24256260.41,20700136.62,19941898.77,2245524.668,2547013.154,1997700.844,11235256.4,11869695.46,12370071.13,17851150.64,16580433.7,18830398.24,25675968.6,24020005.21,23509439.71,12393375.77,12857479.3,10596873.02
277.10214,0.987,mz_277.1021 RT_0.99,MS2 available,C10 H16 N2 O7,,No results,No results,Not the top hit,Full match,-3.2,276.09487,3950827.988,Single match found,No matches found,DDA for preferred ion,[M+H]+1,6900.719391,6828.843541,89773.85683,92199.1764,3403563.76,3950827.988,3059324.738,2556438.981,2955837.177,2915639.167,3056653.866,2845700.978,2188653.739,2916494.333,1624077.113,1838045.918,2464622.285,3133252.349,2931074.487,3051387.003,2936563.26,3223078.612,3154784.992,2624646.459,2714841.91,2247065.235,1833316.737,1475935.783
277.10427,5.907,mz_277.1043 RT_5.91,MS2 available,,,Unused,No results,Unused,No results,,254.11511,1127792.181,No matches found,No matches found,DDA for other ion,[M+Na]+1,20123.02217,171545.2304,1119149.03,1032213.103,311131.3071,332365.6261,619910.39,230070.1093,368953.787,335176.0173,329254.1423,341408.3885,325284.5026,1127792.181,316834.0849,952129.5252,277305.5337,304110.7653,223486.979,316963.9292,321334.3671,294988.6705,383090.7484,302210.058,730642.0935,315141.8827,702642.4979,321038.5092
277.1043,1.843,mz_277.1043 RT_1.84,MS2 available,C10 H16 N2 O7,,Invalid mass,No results,Not the top hit,Full match,4.6,276.09702,961559.8596,Single match found,No matches found,DDA for preferred ion,[M+H]+1,14907.81091,43457.39862,69473.46121,39758.02651,415217.8538,349660.2288,322016.3308,313739.8923,189008.3337,391722.8832,492590.0433,523849.0632,146715.9987,385383.2786,224129.1491,553550.2632,794230.8204,961559.8596,837856.615,689448.3072,536305.1331,696742.9796,545519.8952,684393.384,458206.7998,763654.6361,631393.9117,613353.2656
277.10682,6.849,mz_277.1068 RT_6.85,MS2 available,C15 H16 O5,,Full match,No results,Partial match,No results,-0.82,276.09955,1423070.723,No matches found,No matches found,DDA for preferred ion,[M+H]+1,6088.378636,6248.834645,10008.18867,9488.620717,1423070.723,1299435.684,1355492.644,1158273.574,1350061.32,1014913.524,6614.717257,6564.372033,6625.232948,6650.450718,6793.9437,6904.13098,6842.810669,6591.766538,6395.929507,6601.069301,6619.363159,6479.011139,6655.092435,6508.057097,6535.1086,6430.388849,6493.763086,6953.727253
277.13852,1.016,mz_277.1385 RT_1.02,MS2 available,C11 H20 N2 O6,,No results,No results,Partial match,Full match,-3.24,276.13124,31563739.68,Single match found,No matches found,DDA for preferred ion,[M+H]+1,6963.652948,8263.43309,153508.259,149291.4784,28112461.21,31563739.68,30661523.54,3648164.794,3298090.696,3309345.504,45861.78707,76503.11709,51752.72938,46674.01104,46875.35086,48260.91414,37261.1911,36435.77065,35003.70828,35253.41067,70699.20896,47981.47913,33544.70669,24699.82818,32993.72147,42087.72038,44882.24526,44842.33105
277.1388,1.343,mz_277.1388 RT_1.34,MS2 available,,,No results,No results,Unused,Unused,,276.13152,179484682.6,Single match found,No matches found,DDA for preferred ion,[M+H]+1,7985.464603,8217.847515,27988.73515,29507.53998,179484682.6,159531637.8,162462270.2,34555336.33,35266454.68,24584799.12,416502.6009,324875.8536,412588.0614,65392.5359,131017.041,61122.93913,21800.98535,67252.05197,25809.97857,418310.5286,375765.8457,401187.2808,127010.7665,118890.4936,87491.53502,314477.8363,273180.1063,327456.9338
277.17946,10.396,mz_277.1795 RT_10.4,MS2 available,,,Unused,No results,Unused,No results,,276.17219,1140310.332,No matches found,No matches found,DDA for preferred ion,[M+H]+1,162311.3891,280144.611,983653.8889,1140310.332,963213.4264,745111.2408,623925.7482,786349.2362,788586.1953,747157.9471,817502.2898,868900.523,781047.015,780755.4249,838162.1641,771953.5806,830953.4054,871190.4297,742130.4831,690442.447,888423.3435,718501.9345,758561.78,703141.7961,763819.2777,660153.5358,866337.375,757716.8982
277.23696,9.714,mz_277.237 RT_9.71,MS2 available,,,No results,No results,No results,No results,,276.22966,657259.8182,No matches found,No matches found,DDA for preferred ion,[M+H]+1,153854.0293,149597.9324,137065.2249,199306.3722,645893.5563,611388.5131,607995.4772,638265.1113,582573.0878,559013.5209,541466.4376,561231.6464,543053.408,609018.3808,588361.2411,634149.2381,537184.9405,562123.264,543795.8165,515435.4824,656728.3075,600010.4911,629707.226,615944.4871,649748.9631,613889.9166,551408.1747,657259.8182
279.00243,1.192,mz_279.0024 RT_1.19,MS2 available,C5 H12 O9 P2,,No results,No results,Partial match,Full match,-1.74,277.99517,1388426.431,Single match found,No matches found,DDA for preferred ion,[M+H]+1,7795.294424,7802.985891,13747.9565,13864.24248,1332638.781,1388426.431,952243.0013,319726.8288,323949.8254,394654.0482,564193.5661,1285308.087,586939.8262,309260.9989,479988.9896,508564.9571,386607.0791,269317.8076,356076.7354,177710.4177,186514.8885,256480.6993,520105.7632,470158.7598,272740.9306,973534.0322,555377.3488,826551.7224
279.03889,7.559,mz_279.0389 RT_7.56,MS2 available,C14 H4 N6,,No results,No results,No results,No results,-0.28,256.04967,1297053.217,No matches found,No matches found,DDA for preferred ion,[M+Na]+1,7030.243926,45407.15938,9693.986752,23969.08054,385281.889,225786.8528,161806.9461,840614.2395,289170.8949,684789.05,470517.3236,1297053.217,330595.4267,340153.5274,406443.2036,319596.0918,876528.5717,345985.8006,371016.5598,619317.7045,357361.2392,461768.0665,432424.7853,494490.6464,355196.8845,284993.0157,1035609.457,415661.3883
279.04677,1.063,mz_279.0468 RT_1.06,MS2 available,,,No results,No results,No results,No results,,278.03947,3187570.79,No matches found,No matches found,DDA for preferred ion,[M+H]+1,19860.733,17589.59427,164373.355,156801.3796,1716486.32,1637700.813,1711201.443,2390172.693,2698207.967,2139087.093,1742108.222,2188823.001,1376960.49,2252913.404,2282535.876,2258801.967,1883580.469,1573123.383,1586327.48,2287865.24,2070796.173,1409245.288,820501.1369,1906352.742,1533804.78,2665135.125,3187570.79,2538305.31
279.10005,1.505,mz_279.1001 RT_1.51,MS2 available,,,No results,No results,Unused,No results,,278.09277,357197152,No matches found,No matches found,DDA for preferred ion,[M+H]+1,12782.93447,12395.79777,54488.74007,58009.87583,357197152,315072291,290163345.2,207584794.1,199277974.1,154620365.2,144611037.2,132126255.6,153167638.6,55569874.88,54917061.77,46923692.16,278813811.6,349639746.6,282565275.2,192664166.8,200498537.3,210919782.8,136782193.8,122728446.4,90049121.61,141430953.6,177189699.5,130140861.5
